sensor1,sensor2,time_x,speedSet,load_value,gear_fault_desc
2.5292138651787783,2.444622041449667,2023-05-02 15:55:01.977200,40.0,0,chipped tooth
2.523957667162899,2.424418592659534,2023-05-02 15:55:01.977400,40.0,0,chipped tooth
2.514923579013771,2.430496051446584,2023-05-02 15:55:01.977600,40.0,0,chipped tooth
2.530035146203583,2.4155487901268424,2023-05-02 15:55:01.977800,40.0,0,chipped tooth
2.5187014700849835,2.4155487901268424,2023-05-02 15:55:01.978000,40.0,0,chipped tooth
2.530692171039944,2.422940292057594,2023-05-02 15:55:01.978200,40.0,0,chipped tooth
2.5278998155867947,2.4254041264341613,2023-05-02 15:55:01.978400,40.0,0,chipped tooth
2.516894652555816,2.4301675401296463,2023-05-02 15:55:01.978600,40.0,0,chipped tooth
2.526092997493644,2.423104547676478,2023-05-02 15:55:01.978800,40.0,0,chipped tooth
2.5170589086902595,2.4301675401296463,2023-05-02 15:55:01.979000,40.0,0,chipped tooth
2.51738742096189,2.4293462618528863,2023-05-02 15:55:01.979200,40.0,0,chipped tooth
2.5182087016569654,2.424582848286416,2023-05-02 15:55:01.979400,40.0,0,chipped tooth
2.5203440315711623,2.422611780822495,2023-05-02 15:55:01.979600,40.0,0,chipped tooth
2.525435972759998,2.4194909242662423,2023-05-02 15:55:01.979800,40.0,0,chipped tooth
2.525435972759998,2.424418592659534,2023-05-02 15:55:01.980000,40.0,0,chipped tooth
2.526585766053502,2.4153845345487865,2023-05-02 15:55:01.980200,40.0,0,chipped tooth
2.527735559391924,2.421954758362956,2023-05-02 15:55:01.980400,40.0,0,chipped tooth
2.5191942385212323,2.4153845345487865,2023-05-02 15:55:01.980600,40.0,0,chipped tooth
2.526092997493644,2.423104547676478,2023-05-02 15:55:01.980800,40.0,0,chipped tooth
2.523793410990024,2.416534323613795,2023-05-02 15:55:01.981000,40.0,0,chipped tooth
2.503425652637861,2.4180126239040862,2023-05-02 15:55:01.981200,40.0,0,chipped tooth
2.5257644851249883,2.422119013976508,2023-05-02 15:55:01.981400,40.0,0,chipped tooth
2.5193584946684777,2.424747103914187,2023-05-02 15:55:01.981600,40.0,0,chipped tooth
2.5155806035131656,2.430496051446584,2023-05-02 15:55:01.981800,40.0,0,chipped tooth
2.5228078739720075,2.4214619915276288,2023-05-02 15:55:01.982000,40.0,0,chipped tooth
2.507860566567813,2.433945420489576,2023-05-02 15:55:01.982200,40.0,0,chipped tooth
2.530692171039944,2.4240900814084374,2023-05-02 15:55:01.982400,40.0,0,chipped tooth
2.523629154818065,2.4180126239040862,2023-05-02 15:55:01.982600,40.0,0,chipped tooth
2.5165661402896697,2.4176841127222564,2023-05-02 15:55:01.982800,40.0,0,chipped tooth
2.5177159332371777,2.422119013976508,2023-05-02 15:55:01.983000,40.0,0,chipped tooth
2.5086818469981145,2.432959886437191,2023-05-02 15:55:01.983200,40.0,0,chipped tooth
2.519851263115703,2.4234330589169093,2023-05-02 15:55:01.983400,40.0,0,chipped tooth
2.5080248226520503,2.4272109384374603,2023-05-02 15:55:01.983600,40.0,0,chipped tooth
2.5177159332371777,2.431317329754514,2023-05-02 15:55:01.983800,40.0,0,chipped tooth
2.5090103591766173,2.425732637699484,2023-05-02 15:55:01.984000,40.0,0,chipped tooth
