sensor1,sensor2,time_x,speedSet,load_value,gear_fault_desc
2.5101601518301058,2.41899815747087,2023-05-03 22:06:06.391600,40.0,80,No fault
2.523957667162899,2.44314373986084,2023-05-03 22:06:06.391800,40.0,80,No fault
2.518372957798724,2.431317329754514,2023-05-03 22:06:06.392000,40.0,80,No fault
2.50884610308691,2.4367377671456607,2023-05-03 22:06:06.392200,40.0,80,No fault
2.524614691863559,2.428689239247504,2023-05-03 22:06:06.392400,40.0,80,No fault
2.5170589086902595,2.4263896602408006,2023-05-03 22:06:06.392600,40.0,80,No fault
2.538904982734414,2.444950552923688,2023-05-03 22:06:06.392800,40.0,80,No fault
2.49127070674794,2.4342739318475024,2023-05-03 22:06:06.393000,40.0,80,No fault
2.535784114019866,2.4263896602408006,2023-05-03 22:06:06.393200,40.0,80,No fault
2.5275713031979703,2.4387088355287325,2023-05-03 22:06:06.393400,40.0,80,No fault
2.5287210965749054,2.4171913459561654,2023-05-03 22:06:06.393600,40.0,80,No fault
2.5205082877248124,2.4260611489683632,2023-05-03 22:06:06.393800,40.0,80,No fault
2.5045754450744555,2.4341096761680934,2023-05-03 22:06:06.394000,40.0,80,No fault
2.5190299823749016,2.4240900814084374,2023-05-03 22:06:06.394200,40.0,80,No fault
2.5262572536793466,2.426882427156128,2023-05-03 22:06:06.394400,40.0,80,No fault
2.5167303964222856,2.4342739318475024,2023-05-03 22:06:06.394600,40.0,80,No fault
2.505396725413629,2.438380324122628,2023-05-03 22:06:06.394800,40.0,80,No fault
2.528885352775279,2.43476669889108,2023-05-03 22:06:06.395000,40.0,80,No fault
2.506710774003678,2.4516850389301665,2023-05-03 22:06:06.395200,40.0,80,No fault
2.540219032818833,2.4272109384374603,2023-05-03 22:06:06.395400,40.0,80,No fault
2.5104886640250257,2.4354237216283345,2023-05-03 22:06:06.395600,40.0,80,No fault
2.54399692713974,2.419819435467595,2023-05-03 22:06:06.395800,40.0,80,No fault
2.5395620077692618,2.432302863753427,2023-05-03 22:06:06.396000,40.0,80,No fault
2.5338130392132454,2.419819435467595,2023-05-03 22:06:06.396200,40.0,80,No fault
2.510817176223596,2.4350952102579235,2023-05-03 22:06:06.396400,40.0,80,No fault
2.523136386307683,2.438544579825234,2023-05-03 22:06:06.396600,40.0,80,No fault
2.514923579013771,2.4447862971862304,2023-05-03 22:06:06.396800,40.0,80,No fault
2.5382479577142867,2.4201479466724987,2023-05-03 22:06:06.397000,40.0,80,No fault
2.507696310484488,2.4321386080847143,2023-05-03 22:06:06.397200,40.0,80,No fault
2.509831639638834,2.4451148086620407,2023-05-03 22:06:06.397400,40.0,80,No fault
2.5318419645389114,2.4408441597554824,2023-05-03 22:06:06.397600,40.0,80,No fault
2.527735559391924,2.434438187527803,2023-05-03 22:06:06.397800,40.0,80,No fault
2.5377551889588497,2.420312202276282,2023-05-03 22:06:06.398000,40.0,80,No fault
2.533484526758339,2.417027090369242,2023-05-03 22:06:06.398200,40.0,80,No fault
2.5165661402896697,2.4078287789158184,2023-05-03 22:06:06.398400,40.0,80,No fault
2.5454752337457927,2.4370662785339143,2023-05-03 22:06:06.398600,40.0,80,No fault
2.511638456735988,2.42080496909296,2023-05-03 22:06:06.398800,40.0,80,No fault
2.5104886640250257,2.429674773160919,2023-05-03 22:06:06.399000,40.0,80,No fault
2.5196870069657136,2.4272109384374603,2023-05-03 22:06:06.399200,40.0,80,No fault
2.5165661402896697,2.4291820062002056,2023-05-03 22:06:06.399400,40.0,80,No fault
2.5448182085783304,2.446757366094775,2023-05-03 22:06:06.399600,40.0,80,No fault
2.5191942385212323,2.4451148086620407,2023-05-03 22:06:06.399800,40.0,80,No fault
2.527735559391924,2.429839028816271,2023-05-03 22:06:06.400000,40.0,80,No fault
2.533320270532263,2.434438187527803,2023-05-03 22:06:06.400200,40.0,80,No fault
2.552373998895169,2.4372305342293794,2023-05-03 22:06:06.400400,40.0,80,No fault
2.5091746152672365,2.432959886437191,2023-05-03 22:06:06.400600,40.0,80,No fault
2.509667383544566,2.413741978816982,2023-05-03 22:06:06.400800,40.0,80,No fault
2.5214938246659275,2.4306603071063884,2023-05-03 22:06:06.401000,40.0,80,No fault
2.5083533348232585,2.450206736994898,2023-05-03 22:06:06.401200,40.0,80,No fault
2.5267500222419548,2.436902022839341,2023-05-03 22:06:06.401400,40.0,80,No fault
2.5001405316362075,2.427375194079461,2023-05-03 22:06:06.401600,40.0,80,No fault
2.5160733718973054,2.440515648326157,2023-05-03 22:06:06.401800,40.0,80,No fault
2.5421901080559173,2.4416654383444305,2023-05-03 22:06:06.402000,40.0,80,No fault
2.5233006424768947,2.452177806258056,2023-05-03 22:06:06.402200,40.0,80,No fault
2.5292138651787783,2.4142347455272177,2023-05-03 22:06:06.402400,40.0,80,No fault
2.548596103492704,2.425568382066378,2023-05-03 22:06:06.402600,40.0,80,No fault
2.5191942385212323,2.4372305342293794,2023-05-03 22:06:06.402800,40.0,80,No fault
2.5415330829621583,2.4314815854187715,2023-05-03 22:06:06.403000,40.0,80,No fault
2.49422731474978,2.4260611489683632,2023-05-03 22:06:06.403200,40.0,80,No fault
2.5175516770990765,2.4162058124479304,2023-05-03 22:06:06.403400,40.0,80,No fault
2.496855410998359,2.4308245627670835,2023-05-03 22:06:06.403600,40.0,80,No fault
2.52412192333669,2.430496051446584,2023-05-03 22:06:06.403800,40.0,80,No fault
2.502275860245877,2.43476669889108,2023-05-03 22:06:06.404000,40.0,80,No fault
2.5035899086975,2.4469216218429697,2023-05-03 22:06:06.404200,40.0,80,No fault
2.5267500222419548,2.4492212024117057,2023-05-03 22:06:06.404400,40.0,80,No fault
2.5362768827422,2.440679904040373,2023-05-03 22:06:06.404600,40.0,80,No fault
2.5175516770990765,2.4263896602408006,2023-05-03 22:06:06.404800,40.0,80,No fault
2.528885352775279,2.4300032844725137,2023-05-03 22:06:06.405000,40.0,80,No fault
2.5211653123485616,2.421133480308518,2023-05-03 22:06:06.405200,40.0,80,No fault
2.522315105475361,2.437723301321131,2023-05-03 22:06:06.405400,40.0,80,No fault
2.5251074603986736,2.432302863753427,2023-05-03 22:06:06.405600,40.0,80,No fault
2.504411189009353,2.433945420489576,2023-05-03 22:06:06.405800,40.0,80,No fault
2.5165661402896697,2.43312414211036,2023-05-03 22:06:06.406000,40.0,80,No fault
2.541861595507196,2.406843245710455,2023-05-03 22:06:06.406200,40.0,80,No fault
2.494884338790128,2.4582552706324665,2023-05-03 22:06:06.406400,40.0,80,No fault
2.5211653123485616,2.437723301321131,2023-05-03 22:06:06.406600,40.0,80,No fault
2.52904960897657,2.4382160684209144,2023-05-03 22:06:06.406800,40.0,80,No fault
2.521329568506787,2.4372305342293794,2023-05-03 22:06:06.407000,40.0,80,No fault
2.578655023943296,2.423925825784222,2023-05-03 22:06:06.407200,40.0,80,No fault
2.487000051264079,2.4528348293744595,2023-05-03 22:06:06.407400,40.0,80,No fault
2.552209742563166,2.438544579825234,2023-05-03 22:06:06.407600,40.0,80,No fault
2.494391570758505,2.427867961010803,2023-05-03 22:06:06.407800,40.0,80,No fault
2.520672543879377,2.433452653459372,2023-05-03 22:06:06.408000,40.0,80,No fault
2.5191942385212323,2.417355601543975,2023-05-03 22:06:06.408200,40.0,80,No fault
2.507696310484488,2.410621123170624,2023-05-03 22:06:06.408400,40.0,80,No fault
2.5292138651787783,2.4301675401296463,2023-05-03 22:06:06.408600,40.0,80,No fault
2.5182087016569654,2.433452653459372,2023-05-03 22:06:06.408800,40.0,80,No fault
2.519851263115703,2.4434722513187643,2023-05-03 22:06:06.409000,40.0,80,No fault
2.5346343203665898,2.430496051446584,2023-05-03 22:06:06.409200,40.0,80,No fault
2.5351270890696225,2.430496051446584,2023-05-03 22:06:06.409400,40.0,80,No fault
2.554509331295281,2.420969224700295,2023-05-03 22:06:06.409600,40.0,80,No fault
2.514102298410082,2.4582552706324665,2023-05-03 22:06:06.409800,40.0,80,No fault
2.5287210965749054,2.414891767819939,2023-05-03 22:06:06.410000,40.0,80,No fault
2.492584754712458,2.422611780822495,2023-05-03 22:06:06.410200,40.0,80,No fault
2.5229721301393875,2.4314815854187715,2023-05-03 22:06:06.410400,40.0,80,No fault
2.5191942385212323,2.402244091172808,2023-05-03 22:06:06.410600,40.0,80,No fault
2.487000051264079,2.427375194079461,2023-05-03 22:06:06.410800,40.0,80,No fault
2.565021739236654,2.395345360663945,2023-05-03 22:06:06.411000,40.0,80,No fault
2.4975124350968407,2.466632318137417,2023-05-03 22:06:06.411200,40.0,80,No fault
2.5694566624752224,2.420969224700295,2023-05-03 22:06:06.411400,40.0,80,No fault
2.516894652555816,2.4579267590132456,2023-05-03 22:06:06.411600,40.0,80,No fault
2.5364411389848165,2.398466214749054,2023-05-03 22:06:06.411800,40.0,80,No fault
2.5347985766000147,2.4367377671456607,2023-05-03 22:06:06.412000,40.0,80,No fault
2.5385764702225107,2.4180126239040862,2023-05-03 22:06:06.412200,40.0,80,No fault
2.5090103591766173,2.442979484133219,2023-05-03 22:06:06.412400,40.0,80,No fault
2.522315105475361,2.431645841083921,2023-05-03 22:06:06.412600,40.0,80,No fault
2.5104886640250257,2.428360727950153,2023-05-03 22:06:06.412800,40.0,80,No fault
2.519522750816638,2.4324671194230314,2023-05-03 22:06:06.413000,40.0,80,No fault
2.5185372139413964,2.429839028816271,2023-05-03 22:06:06.413200,40.0,80,No fault
2.497183923045782,2.4492212024117057,2023-05-03 22:06:06.413400,40.0,80,No fault
2.537426676459824,2.4232688032962497,2023-05-03 22:06:06.413600,40.0,80,No fault
2.525928741308858,2.4528348293744595,2023-05-03 22:06:06.413800,40.0,80,No fault
2.534141551671827,2.422940292057594,2023-05-03 22:06:06.414000,40.0,80,No fault
2.5147593228912064,2.4472501333420458,2023-05-03 22:06:06.414200,40.0,80,No fault
2.5435041582876425,2.433945420489576,2023-05-03 22:06:06.414400,40.0,80,No fault
2.5155806035131656,2.4290177505484145,2023-05-03 22:06:06.414600,40.0,80,No fault
2.536769651472808,2.4234330589169093,2023-05-03 22:06:06.414800,40.0,80,No fault
2.4840434439802075,2.4434722513187643,2023-05-03 22:06:06.415000,40.0,80,No fault
2.528556840375449,2.4009300471463795,2023-05-03 22:06:06.415200,40.0,80,No fault
2.5090103591766173,2.449385458173332,2023-05-03 22:06:06.415400,40.0,80,No fault
2.516894652555816,2.426225404604137,2023-05-03 22:06:06.415600,40.0,80,No fault
2.513773786175,2.443307995589355,2023-05-03 22:06:06.415800,40.0,80,No fault
2.529706633790908,2.4324671194230314,2023-05-03 22:06:06.416000,40.0,80,No fault
2.5080248226520503,2.424254337033541,2023-05-03 22:06:06.416200,40.0,80,No fault
2.56075107305313,2.4495497139358533,2023-05-03 22:06:06.416400,40.0,80,No fault
2.499976275595677,2.40125855814769,2023-05-03 22:06:06.416600,40.0,80,No fault
2.5339772954420767,2.4354237216283345,2023-05-03 22:06:06.416800,40.0,80,No fault
2.504411189009353,2.4301675401296463,2023-05-03 22:06:06.417000,40.0,80,No fault
2.535455601542906,2.438544579825234,2023-05-03 22:06:06.417200,40.0,80,No fault
2.4855217475854685,2.4254041264341613,2023-05-03 22:06:06.417400,40.0,80,No fault
2.4907779387762146,2.43033179578767,2023-05-03 22:06:06.417600,40.0,80,No fault
2.52412192333669,2.421626247138516,2023-05-03 22:06:06.417800,40.0,80,No fault
2.4873285632026234,2.420312202276282,2023-05-03 22:06:06.418000,40.0,80,No fault
2.542518620608322,2.436409255760976,2023-05-03 22:06:06.418200,40.0,80,No fault
2.4832221642311887,2.463182945352084,2023-05-03 22:06:06.418400,40.0,80,No fault
2.549253128745012,2.424747103914187,2023-05-03 22:06:06.418600,40.0,80,No fault
2.5091746152672365,2.437723301321131,2023-05-03 22:06:06.418800,40.0,80,No fault
2.547282053032372,2.4160415568663285,2023-05-03 22:06:06.419000,40.0,80,No fault
2.503425652637861,2.4139062343861744,2023-05-03 22:06:06.419200,40.0,80,No fault
2.534141551671827,2.411113889830375,2023-05-03 22:06:06.419400,40.0,80,No fault
2.5132810178292257,2.4485641793741584,2023-05-03 22:06:06.419600,40.0,80,No fault
2.53102068346363,2.424582848286416,2023-05-03 22:06:06.419800,40.0,80,No fault
2.4847004677957143,2.440351392612835,2023-05-03 22:06:06.420000,40.0,80,No fault
2.515252091261641,2.4355879773148783,2023-05-03 22:06:06.420200,40.0,80,No fault
2.5251074603986736,2.428032216656363,2023-05-03 22:06:06.420400,40.0,80,No fault
2.516894652555816,2.450863760068278,2023-05-03 22:06:06.420600,40.0,80,No fault
2.5328275018595474,2.4393658583516573,2023-05-03 22:06:06.420800,40.0,80,No fault
2.4993192514426523,2.4382160684209144,2023-05-03 22:06:06.421000,40.0,80,No fault
2.540383289083527,2.413741978816982,2023-05-03 22:06:06.421200,40.0,80,No fault
2.524614691863559,2.4116066564980936,2023-05-03 22:06:06.421400,40.0,80,No fault
2.5494173850603965,2.425568382066378,2023-05-03 22:06:06.421600,40.0,80,No fault
2.5292138651787783,2.410456867619144,2023-05-03 22:06:06.421800,40.0,80,No fault
2.5318419645389114,2.446757366094775,2023-05-03 22:06:06.422000,40.0,80,No fault
2.5272427908128137,2.4382160684209144,2023-05-03 22:06:06.422200,40.0,80,No fault
2.522150849311644,2.425732637699484,2023-05-03 22:06:06.422400,40.0,80,No fault
2.5167303964222856,2.431974352416892,2023-05-03 22:06:06.422600,40.0,80,No fault
2.5045754450744555,2.426882427156128,2023-05-03 22:06:06.422800,40.0,80,No fault
2.528885352775279,2.437723301321131,2023-05-03 22:06:06.423000,40.0,80,No fault
2.518044445516121,2.447578644844702,2023-05-03 22:06:06.423200,40.0,80,No fault
2.5205082877248124,2.4265539158783533,2023-05-03 22:06:06.423400,40.0,80,No fault
2.5177159332371777,2.439037346938409,2023-05-03 22:06:06.423600,40.0,80,No fault
2.542518620608322,2.427539449722352,2023-05-03 22:06:06.423800,40.0,80,No fault
2.514923579013771,2.440351392612835,2023-05-03 22:06:06.424000,40.0,80,No fault
2.542847133164411,2.4222832695909484,2023-05-03 22:06:06.424200,40.0,80,No fault
2.5247789480410145,2.4162058124479304,2023-05-03 22:06:06.424400,40.0,80,No fault
2.519522750816638,2.425075615172396,2023-05-03 22:06:06.424600,40.0,80,No fault
2.544489696000129,2.441172671188381,2023-05-03 22:06:06.424800,40.0,80,No fault
2.4911064507564578,2.4362450000699725,2023-05-03 22:06:06.425000,40.0,80,No fault
2.5175516770990765,2.427375194079461,2023-05-03 22:06:06.425200,40.0,80,No fault
2.516401884157968,2.4290177505484145,2023-05-03 22:06:06.425400,40.0,80,No fault
2.5099958957340136,2.4290177505484145,2023-05-03 22:06:06.425600,40.0,80,No fault
2.5397262640302745,2.4492212024117057,2023-05-03 22:06:06.425800,40.0,80,No fault
2.501618836041909,2.428196472302813,2023-05-03 22:06:06.426000,40.0,80,No fault
2.5175516770990765,2.420312202276282,2023-05-03 22:06:06.426200,40.0,80,No fault
2.5356198577809264,2.427375194079461,2023-05-03 22:06:06.426400,40.0,80,No fault
2.524614691863559,2.431317329754514,2023-05-03 22:06:06.426600,40.0,80,No fault
2.5147593228912064,2.407171756775372,2023-05-03 22:06:06.426800,40.0,80,No fault
2.52904960897657,2.437394789925737,2023-05-03 22:06:06.427000,40.0,80,No fault
2.507860566567813,2.421790502750292,2023-05-03 22:06:06.427200,40.0,80,No fault
2.539890520292207,2.442322461231674,2023-05-03 22:06:06.427400,40.0,80,No fault
2.499976275595677,2.4160415568663285,2023-05-03 22:06:06.427600,40.0,80,No fault
2.520672543879377,2.44790715635094,2023-05-03 22:06:06.427800,40.0,80,No fault
2.4965268989545693,2.4354237216283345,2023-05-03 22:06:06.428000,40.0,80,No fault
2.5410403141515068,2.446428854601069,2023-05-03 22:06:06.428200,40.0,80,No fault
2.5065465179267328,2.4355879773148783,2023-05-03 22:06:06.428400,40.0,80,No fault
2.527735559391924,2.416698579198057,2023-05-03 22:06:06.428600,40.0,80,No fault
2.523793410990024,2.4308245627670835,2023-05-03 22:06:06.428800,40.0,80,No fault
2.526585766053502,2.434602443208996,2023-05-03 22:06:06.429000,40.0,80,No fault
2.5275713031979703,2.4301675401296463,2023-05-03 22:06:06.429200,40.0,80,No fault
2.492584754712458,2.438873091233124,2023-05-03 22:06:06.429400,40.0,80,No fault
2.5448182085783304,2.427375194079461,2023-05-03 22:06:06.429600,40.0,80,No fault
2.5113099445282936,2.446757366094775,2023-05-03 22:06:06.429800,40.0,80,No fault
2.5346343203665898,2.439858625478226,2023-05-03 22:06:06.430000,40.0,80,No fault
2.5003047876776465,2.441501182624854,2023-05-03 22:06:06.430200,40.0,80,No fault
2.5200155192666083,2.435752233002314,2023-05-03 22:06:06.430400,40.0,80,No fault
2.5283925841769097,2.4410084154714853,2023-05-03 22:06:06.430600,40.0,80,No fault
2.530035146203583,2.434602443208996,2023-05-03 22:06:06.430800,40.0,80,No fault
2.5134452739435704,2.425239870802834,2023-05-03 22:06:06.431000,40.0,80,No fault
2.531677708322019,2.4160415568663285,2023-05-03 22:06:06.431200,40.0,80,No fault
2.523957667162899,2.4367377671456607,2023-05-03 22:06:06.431400,40.0,80,No fault
2.52445043568702,2.4306603071063884,2023-05-03 22:06:06.431600,40.0,80,No fault
2.529542377585948,2.424911359542847,2023-05-03 22:06:06.431800,40.0,80,No fault
